Id,SalePrice
1461,115758.75907321626
1462,152790.27426913087
1463,174052.67602373476
1464,192447.9295428139
1465,202495.89266683217
1466,172417.41024514395
1467,182081.6421484161
1468,166235.63350625825
1469,193548.6515303732
1470,115836.46617504553
1471,168940.5954923365
1472,97986.00360240009
1473,95823.73718789569
1474,149126.63861175833
1475,121935.72594327526
1476,323945.8625291318
1477,236895.6353468815
1478,292005.76721129497
1479,265363.78615287296
1480,467789.1181939088
1481,301113.3424130834
1482,212724.28074431213
1483,169510.1957639187
1484,170992.50498826604
1485,191973.02679102783
1486,196206.69325458253
1487,345411.5636398672
1488,227555.4923213392
1489,201823.49852010215
1490,227570.67444211862
1491,189318.39457158052
1492,101156.92813242595
1493,195981.62429659526
1494,280385.19220666157
1495,277527.92731322616
1496,238066.83956297045
1497,191875.3754577655
1498,171874.75713297335
1499,169660.5487455917
1500,166813.67513899552
1501,180709.0276788237
1502,169335.19747199002
1503,263039.57509432576
1504,249245.03401188477
1505,228435.211406363
1506,194157.91495349424
1507,241182.32913458822
1508,193201.57205848687
1509,159970.70023361134
1510,140059.19860752806
1511,142361.39318835599
1512,167019.6457789022
1513,143634.05701558688
1514,153056.80328250313
1515,178852.9795191437
1516,143546.15683552748
1517,171277.9000822337
1518,132281.03557339482
1519,194715.56173429254
1520,124374.3180203273
1521,123537.46955828075
1522,169381.70334668312
1523,110397.94162217842
1524,113182.61458743199
1525,118392.90713863762
1526,104500.16332872881
1527,110562.09571627724
1528,137420.85552675315
1529,129785.81625680657
1530,179835.2030022185
1531,120641.17523091138
1532,102219.35210968944
1533,139324.0202943154
1534,114656.29395440304
1535,130844.6027620581
1536,107491.49706421337
1537,64454.008358437655
1538,145813.36592835435
1539,181126.8183496763
1540,84303.83760894924
1541,119870.37865623472
1542,121650.17781730485
1543,166786.53786431122
1544,88946.2295491949
1545,107937.04244377193
1546,131415.9202262609
1547,123598.94182142126
1548,125503.96447043715
1549,116703.07444849733
1550,123685.61211334523
1551,103566.80598065819
1552,137510.05754842944
1553,140197.81117557708
1554,121718.503686361
1555,165819.94719760536
1556,99833.19261319835
1557,102662.42040854321
1558,101819.60850507386
1559,81658.46194382691
1560,123496.24616080102
1561,121697.19421944619
1562,137358.25430201905
1563,117346.17391449567
1564,159207.52665493387
1565,146235.99439812652
1566,243369.30356603893
1567,80126.60012774527
1568,252596.2304287159
1569,123417.65386573045
1570,145703.3651278852
1571,113327.66545816879
1572,140304.57361955478
1573,202723.08889895576
1574,116025.8197160504
1575,225138.03624134287
1576,241908.20382862017
1577,172627.36514268743
1578,156497.4027507978
1579,143680.7327199684
1580,185732.90429870976
1581,161380.73362788677
1582,132288.7122911456
1583,277473.66608075384
1584,224879.21605878466
1585,144515.623750052
1586,75511.27973728346
1587,104243.2368291493
1588,153448.98912435814
1589,91366.02996477616
1590,137355.61210786784
1591,101357.37383564514
1592,107509.52274819993
1593,128639.61686016571
1594,121259.11569731541
1595,109722.38954283821
1596,209570.51003917676
1597,169471.23055770985
1598,201674.42964276645
1599,175330.88932718572
1600,166579.07296430887
1601,64077.87166121825
1602,118776.48901869153
1603,95650.33798198898
1604,239770.57835349874
1605,223326.85028223283
1606,172610.63065904132
1607,182571.09308361434
1608,211221.77943359868
1609,182960.29276140357
1610,156928.59802898308
1611,136864.39387900571
1612,168860.1217444745
1613,162293.4576975931
1614,128694.61246917456
1615,95306.48977763136
1616,86553.04193322005
1617,98619.70484153353
1618,126481.79357582227
1619,147469.1688881591
1620,161625.97544865275
1621,134081.6170441458
1622,152016.589690251
