Id,SalePrice
1461,130010.375
1462,160281.11
1463,181737.11
1464,187715.08
1465,190269.55
1466,176398.62
1467,168734.88
1468,167889.11
1469,182185.17
1470,120978.31
1471,188267.27
1472,97207.86
1473,97627.34
1474,149354.45
1475,137241.94
1476,377852.28
1477,271225.06
1478,306922.47
1479,286624.38
1480,527799.94
1481,339580.03
1482,204960.9
1483,169612.06
1484,172768.45
1485,178349.86
1486,191164.95
1487,345141.25
1488,230769.36
1489,207026.98
1490,210459.53
1491,190552.1
1492,110221.27
1493,181618.95
1494,314766.56
1495,303179.5
1496,231721.4
1497,178760.73
1498,157740.94
1499,160165.27
1500,155500.62
1501,172323.67
1502,156948.8
1503,294178.6
1504,236940.0
1505,221276.05
1506,194364.34
1507,234915.03
1508,194000.84
1509,177404.8
1510,147006.27
1511,147074.97
1512,170161.14
1513,144310.61
1514,160334.31
1515,177064.7
1516,148466.03
1517,168282.66
1518,128292.32
1519,223958.3
1520,136823.34
1521,139102.67
1522,165524.1
1523,114465.88
1524,130149.19
1525,125291.97
1526,117854.73
1527,106146.016
1528,131759.48
1529,144127.55
1530,166657.75
1531,111172.336
1532,98558.234
1533,135483.6
1534,112599.164
1535,152874.75
1536,116666.555
1537,60469.188
1538,164626.75
1539,204101.27
1540,93951.2
1541,148824.84
1542,127573.33
1543,210186.14
1544,77061.92
1545,99005.91
1546,129855.98
1547,131692.05
1548,129772.17
1549,112311.52
1550,133323.95
1551,109003.336
1552,124461.414
1553,159290.14
1554,116373.195
1555,176503.95
1556,94689.25
1557,119236.47
1558,95488.0
1559,85562.8
1560,145644.0
1561,138455.33
1562,122706.16
1563,120805.95
1564,158225.78
1565,140728.8
1566,229837.44
1567,75195.75
1568,226757.58
1569,149167.14
1570,146667.66
1571,120076.12
1572,143734.28
1573,237313.38
1574,106808.59
1575,210036.64
1576,216180.9
1577,192593.75
1578,166027.0
1579,141322.73
1580,187137.02
1581,145498.38
1582,133351.3
1583,300054.0
1584,228460.89
1585,141225.72
1586,65268.918
1587,98678.24
1588,151095.72
1589,89794.71
1590,133812.08
1591,99977.79
1592,121310.36
1593,125319.93
1594,122150.86
1595,108525.89
1596,210883.62
1597,180578.72
1598,196923.66
1599,174183.62
1600,173383.8
1601,62793.26
1602,120035.7
1603,85396.01
1604,267403.1
1605,218938.9
1606,161696.66
1607,148337.11
1608,198969.81
1609,192132.55
1610,160969.67
1611,138414.67
1612,157776.6
1613,142964.75
1614,120643.15
1615,87167.47
1616,69057.08
1617,90717.17
1618,126767.06
1619,139622.98
1620,131777.6
1621,133113.45
1622,142888.56
1623,256013.8
1624,203825.27
1625,126701.56
1626,160163.12
1627,182705.25
1628,258866.9
1629,180144.23
1630,392362.03
1631,215156.2
1632,237654.22
1633,169361.05
1634,187894.72
1635,183152.38
1636,157216.8
1637,185924.88
1638,204768.83
1639,183665.4
1640,273692.7
1641,184767.45
1642,232863.6
1643,225977.81
1644,226094.88
1645,198979.11
1646,156019.06
1647,155351.81
1648,132140.66
1649,139599.56
1650,113590.68
1651,120775.31
1652,101160.07
1653,99990.87
1654,150425.28
1655,161504.17
1656,146133.05
1657,148408.56
1658,145972.88
1659,138894.8
1660,155557.44
1661,439544.62
1662,392044.88
1663,396198.16
1664,402609.38
1665,318003.5
1666,344510.16
1667,391649.12
1668,345226.8
